physics,chemistry,maths,biology,total,stream,rank
94,31,0,81,206,PCB,15919
64,87,91,0,242,PCM,2236
36,49,0,73,158,PCB,75347
48,43,0,51,142,PCB,103084
34,50,0,25,109,PCB,151689
85,56,58,0,199,PCM,14198
44,79,64,0,187,PCM,22101
58,87,0,65,210,PCB,14554
25,74,0,25,124,PCB,133198
94,96,0,86,276,PCB,1578
90,60,0,73,223,PCB,7832
99,95,0,51,245,PCB,4247
72,36,0,33,141,PCB,106122
60,80,0,97,237,PCB,4852
41,55,90,0,186,PCM,24014
48,80,56,0,184,PCM,24386
43,63,43,0,149,PCM,61590
61,47,0,62,170,PCB,54375
62,66,30,0,158,PCM,50682
50,58,0,27,135,PCB,117355
31,31,20,0,82,PCM,111951
40,24,36,0,100,PCM,105843
75,22,36,0,133,PCM,80253
87,92,71,0,250,PCM,1965
36,47,0,22,105,PCB,156217
40,76,0,29,145,PCB,98913
62,85,99,0,246,PCM,2406
78,75,95,0,248,PCM,1664
81,89,0,40,210,PCB,14119
97,36,83,0,216,PCM,7379
44,56,0,37,137,PCB,114682
67,29,0,96,192,PCB,26986
46,58,0,98,202,PCB,20150
51,48,42,0,141,PCM,70536
86,54,0,99,239,PCB,3221
85,93,0,34,212,PCB,12541
23,20,0,64,107,PCB,153213
83,60,0,78,221,PCB,8963
58,75,0,75,208,PCB,15598
31,54,79,0,164,PCM,44394
61,42,100,0,203,PCM,13215
79,85,0,91,255,PCB,1450
37,59,0,27,123,PCB,136015
45,54,0,60,159,PCB,73277
86,39,36,0,161,PCM,47877
93,73,0,80,246,PCB,3172
51,27,90,0,168,PCM,38547
98,42,46,0,186,PCM,22420
85,84,34,0,203,PCM,13655
92,51,38,0,181,PCM,26377
73,39,69,0,181,PCM,25945
68,58,91,0,217,PCM,7534
38,62,0,58,158,PCB,74829
55,88,0,35,178,PCB,43859
98,87,0,94,279,PCB,1962
45,25,70,0,140,PCM,72942
26,96,58,0,180,PCM,27772
85,42,0,36,163,PCB,68286
97,61,0,47,205,PCB,16178
49,69,89,0,207,PCM,10201
45,45,0,54,144,PCB,101038
25,81,0,33,139,PCB,110492
43,20,0,22,85,PCB,168583
68,94,22,0,184,PCM,23675
98,33,0,67,198,PCB,22022
58,21,100,0,179,PCM,29096
45,75,99,0,219,PCM,7390
33,95,0,22,150,PCB,90640
63,58,0,26,147,PCB,96604
69,83,0,76,228,PCB,7126
99,47,0,37,183,PCB,38005
23,70,20,0,113,PCM,97923
98,31,0,76,205,PCB,19432
88,45,47,0,180,PCM,27209
79,73,0,45,197,PCB,25106
44,35,0,60,139,PCB,109550
99,32,0,39,170,PCB,55788
62,46,68,0,176,PCM,30446
54,83,63,0,200,PCM,14818
96,38,0,50,184,PCB,36319
55,92,0,96,243,PCB,2965
28,50,83,0,161,PCM,47864
91,83,48,0,222,PCM,6738
37,43,0,64,144,PCB,100282
45,93,0,20,158,PCB,75324
71,69,0,43,183,PCB,36628
100,70,0,31,201,PCB,21958
89,53,27,0,169,PCM,37154
95,46,0,60,201,PCB,21424
63,90,39,0,192,PCM,18746
65,74,74,0,213,PCM,8447
62,61,0,76,199,PCB,22328
25,31,92,0,148,PCM,61864
69,63,64,0,196,PCM,16798
24,93,59,0,176,PCM,30633
86,24,43,0,153,PCM,56323
93,32,78,0,203,PCM,13888
46,86,0,31,163,PCB,66422
43,42,0,54,139,PCB,110030
30,79,49,0,158,PCM,50068
28,36,64,0,128,PCM,85204
68,86,82,0,236,PCM,3757
100,89,0,48,237,PCB,6440
32,58,42,0,132,PCM,80629
82,95,0,91,268,PCB,3281
37,23,87,0,147,PCM,63372
58,90,28,0,176,PCM,30832
38,74,0,76,188,PCB,30812
77,22,26,0,125,PCM,88888
32,29,74,0,135,PCM,78347
64,21,73,0,158,PCM,51378
66,85,78,0,229,PCM,4206
29,69,24,0,122,PCM,89620
63,37,0,49,149,PCB,92972
93,45,0,20,158,PCB,76957
48,38,98,0,184,PCM,24592
97,55,61,0,213,PCM,9893
65,58,0,98,221,PCB,10448
23,89,86,0,198,PCM,16428
21,58,0,100,179,PCB,44720
68,79,0,58,205,PCB,18296
61,46,0,37,144,PCB,99122
43,34,0,98,175,PCB,47230
29,84,0,87,200,PCB,20190
76,46,0,78,200,PCB,20357
41,99,0,85,225,PCB,9937
36,89,90,0,215,PCM,8052
45,79,63,0,187,PCM,21458
41,95,0,44,180,PCB,41396
26,87,22,0,135,PCM,76877
58,21,0,83,162,PCB,70233
69,97,39,0,205,PCM,12427
25,49,0,65,139,PCB,108659
40,21,34,0,95,PCM,108039
38,98,95,0,231,PCM,5448
53,81,34,0,168,PCM,38752
45,93,0,57,195,PCB,26229
68,70,68,0,206,PCM,10616
29,35,81,0,145,PCM,64864
49,76,0,40,165,PCB,63282
38,74,74,0,186,PCM,23457
35,34,42,0,111,PCM,98660
44,93,75,0,212,PCM,9144
30,65,0,59,154,PCB,81742
21,71,82,0,174,PCM,34269
92,87,0,49,228,PCB,8159
63,59,0,38,160,PCB,71951
95,95,51,0,241,PCM,2390
80,29,31,0,140,PCM,72078
62,94,26,0,182,PCM,27121
49,40,0,92,181,PCB,40694
80,86,55,0,221,PCM,6758
85,94,54,0,233,PCM,5057
71,27,66,0,164,PCM,44419
38,36,82,0,156,PCM,52560
48,30,51,0,129,PCM,84153
20,65,0,52,137,PCB,112214
97,96,56,0,249,PCM,2944
56,61,0,23,140,PCB,107042
98,74,55,0,227,PCM,5273
98,66,26,0,190,PCM,20747
90,36,0,30,156,PCB,80736
80,52,0,56,188,PCB,31412
68,27,0,59,154,PCB,82763
68,59,38,0,165,PCM,43170
54,97,87,0,238,PCM,2307
69,30,0,31,130,PCB,125764
88,88,93,0,269,PCM,1
72,87,61,0,220,PCM,7370
39,61,0,40,140,PCB,108462
58,88,0,94,240,PCB,4457
31,93,0,34,158,PCB,74457
55,74,0,51,180,PCB,42150
52,62,0,34,148,PCB,92263
77,40,32,0,149,PCM,60258
64,24,90,0,178,PCM,29080
24,37,32,0,93,PCM,107920
55,59,0,95,209,PCB,15948
63,40,88,0,191,PCM,20134
55,76,26,0,157,PCM,52520
69,25,0,90,184,PCB,35049
64,97,69,0,230,PCM,3536
30,24,65,0,119,PCM,92462
20,24,57,0,101,PCM,105904
53,94,30,0,177,PCM,29942
99,37,23,0,159,PCM,48208
74,91,28,0,193,PCM,18948
46,68,0,72,186,PCB,36244
39,63,0,68,170,PCB,54149
57,84,95,0,236,PCM,4238
99,74,55,0,228,PCM,5277
20,36,0,53,109,PCB,149245
29,99,49,0,177,PCM,30122
27,27,91,0,145,PCM,65568
51,95,0,61,207,PCB,16800
82,93,40,0,215,PCM,7185
93,73,0,43,209,PCB,14563
88,40,0,89,217,PCB,11321
48,85,34,0,167,PCM,40024
76,36,0,53,165,PCB,62554
80,34,0,55,169,PCB,56313
74,60,73,0,207,PCM,10014
61,33,24,0,118,PCM,92853
78,36,24,0,138,PCM,74485
56,93,52,0,201,PCM,14149
66,52,52,0,170,PCM,38077
88,96,60,0,244,PCM,1938
82,61,0,45,188,PCB,33459
22,49,0,88,159,PCB,74208
57,82,59,0,198,PCM,15857
31,99,0,39,169,PCB,58277
65,95,0,41,201,PCB,19179
97,66,21,0,184,PCM,25347
38,41,62,0,141,PCM,69516
62,47,73,0,182,PCM,26229
32,43,38,0,113,PCM,98155
100,48,94,0,242,PCM,3329
49,87,0,82,218,PCB,12082
45,75,89,0,209,PCM,11110
49,97,44,0,190,PCM,19319
69,41,30,0,140,PCM,70858
26,66,54,0,146,PCM,64169
61,56,73,0,190,PCM,19428
38,22,0,73,133,PCB,118076
33,23,71,0,127,PCM,86765
31,55,49,0,135,PCM,77804
64,36,0,86,186,PCB,32906
82,31,58,0,171,PCM,35058
50,38,94,0,182,PCM,25266
96,68,0,63,227,PCB,7994
72,75,60,0,207,PCM,11497
54,100,65,0,219,PCM,6909
59,56,0,48,163,PCB,68846
83,39,0,97,219,PCB,11286
56,38,0,20,114,PCB,146332
34,57,0,77,168,PCB,58237
27,81,0,58,166,PCB,63360
74,85,25,0,184,PCM,25047
50,88,58,0,196,PCM,17125
100,23,0,21,144,PCB,99895
30,94,93,0,217,PCM,6833
55,66,0,45,166,PCB,60921
42,64,55,0,161,PCM,46018
61,56,23,0,140,PCM,72025
53,69,75,0,197,PCM,16998
45,79,53,0,177,PCM,29520
47,68,21,0,136,PCM,77097
98,23,82,0,203,PCM,13892
32,24,0,50,106,PCB,151872
65,93,0,27,185,PCB,34414
71,72,0,66,209,PCB,16779
96,48,0,46,190,PCB,31935
32,34,0,76,142,PCB,103871
99,41,0,81,221,PCB,8936
87,55,73,0,215,PCM,9081
55,85,63,0,203,PCM,11810
91,45,95,0,231,PCM,3724
47,34,0,27,108,PCB,152012
55,26,0,58,139,PCB,110953
77,46,0,59,182,PCB,40943
64,99,99,0,262,PCM,685
59,22,48,0,129,PCM,84152
96,100,0,31,227,PCB,6345
75,96,0,91,262,PCB,274
96,49,55,0,200,PCM,13563
55,89,0,88,232,PCB,4854
36,23,0,57,116,PCB,143894
27,71,0,72,170,PCB,54482
69,65,0,68,202,PCB,20381
85,91,42,0,218,PCM,8067
61,75,0,51,187,PCB,32217
43,60,60,0,163,PCM,43704
31,32,0,58,121,PCB,138180
91,78,76,0,245,PCM,3585
29,34,51,0,114,PCM,97596
48,23,55,0,126,PCM,87816
28,32,0,82,142,PCB,103732
30,51,0,95,176,PCB,46646
98,36,0,95,229,PCB,8253
21,32,98,0,151,PCM,57975
49,68,0,63,180,PCB,41238
75,65,0,65,205,PCB,17692
79,27,98,0,204,PCM,12071
20,61,0,76,157,PCB,78511
92,76,0,55,223,PCB,8057
59,35,89,0,183,PCM,24506
49,65,52,0,166,PCM,42534
54,25,53,0,132,PCM,80638
87,78,0,24,189,PCB,29905
53,84,0,38,175,PCB,46890
51,65,62,0,178,PCM,29543
63,79,100,0,242,PCM,3702
66,30,77,0,173,PCM,33760
54,62,76,0,192,PCM,19403
79,65,35,0,179,PCM,28010
27,93,0,28,148,PCB,94468
31,58,78,0,167,PCM,39853
75,57,39,0,171,PCM,35751
23,60,0,94,177,PCB,45428
43,51,0,20,114,PCB,145963
41,60,0,91,192,PCB,27766
81,46,72,0,199,PCM,15301
36,60,94,0,190,PCM,19216
57,81,0,57,195,PCB,26783
68,94,0,91,253,PCB,1387
45,40,55,0,140,PCM,71816
56,61,0,63,180,PCB,40752
61,36,59,0,156,PCM,52983
98,48,62,0,208,PCM,10179
64,76,0,36,176,PCB,47744
51,64,80,0,195,PCM,17307
23,32,0,38,93,PCB,162450
36,37,0,45,118,PCB,142117
95,26,99,0,220,PCM,5752
58,96,0,80,234,PCB,6639
24,80,0,74,178,PCB,44460
60,29,0,88,177,PCB,44035
28,43,0,68,139,PCB,108685
55,28,0,75,158,PCB,76931
97,89,57,0,243,PCM,3078
48,58,0,100,206,PCB,19108
85,36,20,0,141,PCM,70115
83,71,0,77,231,PCB,8297
84,40,61,0,185,PCM,24626
54,89,0,45,188,PCB,31256
62,50,95,0,207,PCM,12161
44,62,69,0,175,PCM,31192
27,65,85,0,177,PCM,31505
64,81,0,89,234,PCB,4285
97,55,0,92,244,PCB,2924
91,36,0,49,176,PCB,47736
79,72,21,0,172,PCM,35768
23,87,0,93,203,PCB,18680
84,21,90,0,195,PCM,18211
29,86,0,69,184,PCB,35013
95,50,0,44,189,PCB,32163
29,48,43,0,120,PCM,92766
89,21,0,93,203,PCB,17921
41,45,20,0,106,PCM,102009
89,49,0,57,195,PCB,24785
29,66,48,0,143,PCM,68460
89,21,0,81,191,PCB,30579
52,30,0,33,115,PCB,143298
94,55,27,0,176,PCM,31396
48,37,0,80,165,PCB,63118
43,73,64,0,180,PCM,27186
94,98,0,76,268,PCB,1593
36,63,0,29,128,PCB,127567
95,91,0,45,231,PCB,6873
92,89,0,65,246,PCB,5199
28,40,55,0,123,PCM,88507
46,37,56,0,139,PCM,74038
55,28,0,95,178,PCB,44256
98,26,0,70,194,PCB,25697
30,65,0,97,192,PCB,28951
76,62,0,97,235,PCB,5846
57,42,21,0,120,PCM,91181
56,65,46,0,167,PCM,41305
42,72,35,0,149,PCM,61038
73,43,0,22,138,PCB,112880
99,97,0,31,227,PCB,9176
34,88,0,70,192,PCB,29684
49,88,0,73,210,PCB,13256
41,29,48,0,118,PCM,94523
67,27,44,0,138,PCM,74546
68,43,0,55,166,PCB,62808
68,52,62,0,182,PCM,26873
21,23,44,0,88,PCM,110602
31,55,0,99,185,PCB,35111
83,72,0,35,190,PCB,31379
22,86,87,0,195,PCM,17459
85,60,67,0,212,PCM,8443
27,74,0,30,131,PCB,122689
54,80,65,0,199,PCM,14668
29,21,0,69,119,PCB,140260
97,100,0,32,229,PCB,5867
38,28,0,38,104,PCB,153687
91,59,0,32,182,PCB,37440
71,52,0,29,152,PCB,84965
21,96,83,0,200,PCM,14237
90,81,0,85,256,PCB,2070
24,84,94,0,202,PCM,13077
85,86,90,0,261,PCM,741
93,61,78,0,232,PCM,5509
46,21,44,0,111,PCM,98298
84,72,53,0,209,PCM,9200
21,59,0,81,161,PCB,69436
81,30,87,0,198,PCM,15939
44,65,89,0,198,PCM,14227
87,48,26,0,161,PCM,47263
23,74,54,0,151,PCM,57616
51,76,28,0,155,PCM,53077
46,56,0,33,135,PCB,114656
94,41,86,0,221,PCM,6466
64,98,0,58,220,PCB,9083
98,55,49,0,202,PCM,13819
88,46,0,99,233,PCB,5848
78,49,39,0,166,PCM,40597
47,30,25,0,102,PCM,105328
74,69,63,0,206,PCM,12517
64,91,95,0,250,PCM,2322
46,98,0,87,231,PCB,7324
29,61,59,0,149,PCM,61793
68,51,72,0,191,PCM,19517
38,68,67,0,173,PCM,33575
97,56,64,0,217,PCM,6639
69,78,0,87,234,PCB,6957
64,83,0,88,235,PCB,5388
83,92,50,0,225,PCM,4985
98,24,0,74,196,PCB,26206
51,69,62,0,182,PCM,26805
32,58,0,51,141,PCB,107036
22,66,0,55,143,PCB,103691
60,27,93,0,180,PCM,26721
40,25,0,27,92,PCB,163334
60,40,0,62,162,PCB,67042
64,84,72,0,220,PCM,6625
31,72,0,52,155,PCB,81152
66,51,85,0,202,PCM,12819
81,97,0,31,209,PCB,15362
28,25,0,79,132,PCB,119955
64,35,58,0,157,PCM,50578
91,57,76,0,224,PCM,4823
60,88,0,49,197,PCB,24033
95,50,0,20,165,PCB,64393
24,34,88,0,146,PCM,63610
97,53,0,43,193,PCB,26177
23,46,83,0,152,PCM,58020
89,90,0,71,250,PCB,5033
42,39,0,66,147,PCB,97022
24,29,0,34,87,PCB,166623
39,99,32,0,170,PCM,37017
22,51,0,38,111,PCB,149987
82,38,50,0,170,PCM,38403
98,60,0,38,196,PCB,23182
54,48,0,21,123,PCB,134832
22,30,81,0,133,PCM,80292
82,79,60,0,221,PCM,7241
73,57,0,56,186,PCB,33416
35,70,99,0,204,PCM,11328
71,79,76,0,226,PCM,6224
35,61,100,0,196,PCM,15304
38,76,31,0,145,PCM,64813
72,36,0,23,131,PCB,122181
27,85,64,0,176,PCM,32331
98,67,0,61,226,PCB,6934
53,38,0,85,176,PCB,47605
94,52,87,0,233,PCM,3833
53,87,45,0,185,PCM,24773
66,97,0,98,261,PCB,804
81,30,75,0,186,PCM,22892
42,43,26,0,111,PCM,98352
45,58,70,0,173,PCM,33402
35,92,38,0,165,PCM,42294
75,62,87,0,224,PCM,6595
96,96,40,0,232,PCM,4735
45,69,87,0,201,PCM,14223
89,81,0,35,205,PCB,16386
48,100,0,49,197,PCB,25173
24,44,0,31,99,PCB,158778
42,23,38,0,103,PCM,103563
60,70,27,0,157,PCM,51847
94,36,63,0,193,PCM,18306
68,41,76,0,185,PCM,23129
44,66,0,24,134,PCB,118192
35,77,25,0,137,PCM,74928
92,23,51,0,166,PCM,41416
45,31,0,45,121,PCB,136074
92,80,0,21,193,PCB,27138
24,23,31,0,78,PCM,112483
75,81,86,0,242,PCM,3577
43,20,41,0,104,PCM,103987
28,42,85,0,155,PCM,53892
95,52,73,0,220,PCM,7392
64,37,0,31,132,PCB,121371
83,67,33,0,183,PCM,25970
26,31,0,63,120,PCB,138492
35,76,0,55,166,PCB,60847
64,49,70,0,183,PCM,26297
68,52,64,0,184,PCM,25677
95,98,62,0,255,PCM,911
86,74,83,0,243,PCM,2769
21,93,85,0,199,PCM,14847
93,73,0,41,207,PCB,16947
92,32,57,0,181,PCM,26685
35,81,37,0,153,PCM,56661
77,57,0,84,218,PCB,11440
93,38,46,0,177,PCM,31611
63,92,0,97,252,PCB,4592
35,31,0,58,124,PCB,134634
26,99,41,0,166,PCM,40454
33,24,37,0,94,PCM,108467
46,21,92,0,159,PCM,48578
23,41,0,85,149,PCB,93580
21,65,83,0,169,PCM,37688
94,38,0,75,207,PCB,15957
72,74,0,57,203,PCB,18272
39,86,0,100,225,PCB,9239
88,40,0,47,175,PCB,47611
100,22,69,0,191,PCM,20621
97,64,0,75,236,PCB,5589
23,81,0,83,187,PCB,32203
23,69,0,20,112,PCB,149397
80,40,82,0,202,PCM,14046
79,27,0,33,139,PCB,108749
42,84,0,31,157,PCB,78027
33,71,0,68,172,PCB,51210
26,97,96,0,219,PCM,6496
20,22,0,39,81,PCB,170766
40,30,0,80,150,PCB,90986
68,43,55,0,166,PCM,42578
98,98,0,36,232,PCB,7379
53,88,30,0,171,PCM,35469
90,41,0,95,226,PCB,7130
68,100,27,0,195,PCM,16595
33,25,0,32,90,PCB,165245
64,55,0,90,209,PCB,16598
71,80,33,0,184,PCM,24769
70,87,80,0,237,PCM,3297
73,22,66,0,161,PCM,47870
71,99,95,0,265,PCM,2385
40,84,0,80,204,PCB,18906
86,36,65,0,187,PCM,21365
30,82,52,0,164,PCM,43673
80,37,79,0,196,PCM,17449
90,37,0,50,177,PCB,45793
21,59,0,24,104,PCB,156920
63,48,0,26,137,PCB,114111
82,20,0,89,191,PCB,28524
35,94,0,33,162,PCB,67359
36,53,81,0,170,PCM,38104
91,93,60,0,244,PCM,2230
79,30,0,98,207,PCB,17439
56,53,57,0,166,PCM,41209
30,73,98,0,201,PCM,13531
75,97,70,0,242,PCM,1889
36,90,0,100,226,PCB,7040
74,94,0,31,199,PCB,22629
65,42,85,0,192,PCM,19647
37,31,0,55,123,PCB,134203
26,100,29,0,155,PCM,54340
32,56,34,0,122,PCM,91081
76,75,63,0,214,PCM,8465
27,28,78,0,133,PCM,79694
24,44,0,87,155,PCB,80009
63,81,0,96,240,PCB,4156
31,65,0,73,169,PCB,57910
74,31,52,0,157,PCM,50680
21,76,0,96,193,PCB,28904
92,63,0,23,178,PCB,43317
20,87,40,0,147,PCM,62450
72,82,0,73,227,PCB,7803
66,81,89,0,236,PCM,2857
99,55,0,32,186,PCB,33554
34,97,0,100,231,PCB,7366
91,63,0,61,215,PCB,12461
89,94,0,91,274,PCB,2863
40,40,0,60,140,PCB,107736
33,97,96,0,226,PCM,4486
46,33,0,89,168,PCB,60602
23,52,62,0,137,PCM,74749
45,70,31,0,146,PCM,64595
79,58,48,0,185,PCM,22678
91,42,20,0,153,PCM,56460
83,87,0,44,214,PCB,14431
80,47,0,85,212,PCB,13082
34,43,0,96,173,PCB,52969
88,74,77,0,239,PCM,2984
88,92,0,79,259,PCB,1117
20,25,0,63,108,PCB,152900
60,72,0,36,168,PCB,59148
45,96,0,37,178,PCB,44523
78,74,0,24,176,PCB,46884
44,44,0,71,159,PCB,75312
70,82,0,67,219,PCB,10146
54,74,0,21,149,PCB,91748
80,54,0,63,197,PCB,24368
74,100,69,0,243,PCM,3636
83,32,0,33,148,PCB,92370
22,48,0,46,116,PCB,141737
25,65,0,37,127,PCB,130220
80,26,99,0,205,PCM,12140
20,66,0,42,128,PCB,127958
83,42,0,56,181,PCB,39779
61,72,0,26,159,PCB,74793
85,98,60,0,243,PCM,2224
67,93,0,26,186,PCB,36092
68,54,78,0,200,PCM,13848
83,95,94,0,272,PCM,1723
36,70,64,0,170,PCM,36574
60,80,0,33,173,PCB,51750
34,78,0,56,168,PCB,58059
64,85,49,0,198,PCM,16524
86,98,0,34,218,PCB,12583
95,29,0,60,184,PCB,37310
80,78,0,28,186,PCB,34310
23,37,0,79,139,PCB,108183
98,51,0,33,182,PCB,39887
23,93,37,0,153,PCM,56860
48,48,0,75,171,PCB,54339
88,82,0,61,231,PCB,7442
29,89,0,98,216,PCB,12418
41,42,0,92,175,PCB,47842
48,97,97,0,242,PCM,3882
64,33,0,73,170,PCB,56317
56,62,0,77,195,PCB,24323
35,63,41,0,139,PCM,72005
65,87,0,98,250,PCB,4512
64,50,0,87,201,PCB,20195
99,32,0,46,177,PCB,46048
64,99,58,0,221,PCM,5612
49,65,39,0,153,PCM,57410
94,22,50,0,166,PCM,42017
78,26,75,0,179,PCM,28810
46,56,0,85,187,PCB,32759
84,79,89,0,252,PCM,1966
73,68,0,32,173,PCB,50655
94,43,0,92,229,PCB,5834
67,56,52,0,175,PCM,31430
66,34,52,0,152,PCM,56713
86,52,79,0,217,PCM,7998
66,82,75,0,223,PCM,6851
69,66,53,0,188,PCM,20908
49,91,22,0,162,PCM,44735
58,78,20,0,156,PCM,53186
52,36,0,23,111,PCB,149584
48,50,0,72,170,PCB,55648
46,26,48,0,120,PCM,91296
85,68,0,57,210,PCB,14549
45,26,0,99,170,PCB,56965
28,52,0,84,164,PCB,65374
21,36,0,60,117,PCB,143462
98,83,95,0,276,PCM,339
48,35,58,0,141,PCM,71315
30,35,0,51,116,PCB,142572
94,24,45,0,163,PCM,45865
51,81,0,31,163,PCB,68744
35,88,0,29,152,PCB,85466
85,68,0,41,194,PCB,26069
52,33,0,71,156,PCB,77548
82,85,0,88,255,PCB,2290
82,74,0,37,193,PCB,26082
32,41,0,54,127,PCB,129063
99,44,0,53,196,PCB,25603
43,73,0,44,160,PCB,73643
60,59,79,0,198,PCM,16048
38,77,29,0,144,PCM,66540
58,82,0,63,203,PCB,18741
70,70,0,56,196,PCB,26264
53,86,59,0,198,PCM,14591
69,87,0,36,192,PCB,29461
37,95,92,0,224,PCM,5818
89,78,27,0,194,PCM,17728
69,75,70,0,214,PCM,8793
88,61,57,0,206,PCM,12188
58,53,0,93,204,PCB,19069
39,60,89,0,188,PCM,21040
65,71,35,0,171,PCM,36384
68,70,0,58,196,PCB,23000
62,39,0,47,148,PCB,93888
95,92,62,0,249,PCM,2628
64,52,0,65,181,PCB,39681
77,97,63,0,237,PCM,2692
21,23,64,0,108,PCM,101856
81,54,0,99,234,PCB,4488
68,32,0,58,158,PCB,77176
61,33,0,45,139,PCB,110362
91,72,45,0,208,PCM,11170
46,88,0,23,157,PCB,75704
23,55,21,0,99,PCM,105909
76,89,0,90,255,PCB,3854
98,72,0,62,232,PCB,5111
20,70,0,100,190,PCB,29781
79,85,0,89,253,PCB,1472
70,37,56,0,163,PCM,43594
91,25,0,56,172,PCB,53593
43,56,0,34,133,PCB,120933
98,84,0,93,275,PCB,1776
99,32,46,0,177,PCM,29256
87,31,0,47,165,PCB,63615
81,47,20,0,148,PCM,62643
57,70,0,63,190,PCB,30275
57,98,0,63,218,PCB,10231
24,35,0,37,96,PCB,160970
61,41,22,0,124,PCM,89215
35,54,0,89,178,PCB,43212
70,70,0,25,165,PCB,64417
55,61,0,39,155,PCB,82149
22,46,0,72,140,PCB,106537
53,74,0,82,209,PCB,15931
46,35,0,75,156,PCB,77546
97,63,83,0,243,PCM,2240
63,58,60,0,181,PCM,26431
25,41,63,0,129,PCM,82897
40,79,0,62,181,PCB,39805
45,51,35,0,131,PCM,80733
63,74,94,0,231,PCM,4697
99,22,95,0,216,PCM,6829
81,60,61,0,202,PCM,13355
53,26,44,0,123,PCM,90632
43,20,82,0,145,PCM,66505
67,35,43,0,145,PCM,66449
39,77,53,0,169,PCM,37521
72,61,37,0,170,PCM,36357
83,95,0,33,211,PCB,13806
80,74,92,0,246,PCM,1475
61,82,0,50,193,PCB,27296
94,82,0,98,274,PCB,1
98,92,0,88,278,PCB,1151
47,43,0,92,182,PCB,40863
81,83,83,0,247,PCM,2425
23,45,41,0,109,PCM,100296
51,23,0,69,143,PCB,101536
50,47,22,0,119,PCM,93349
100,52,70,0,222,PCM,6552
51,84,87,0,222,PCM,6057
25,40,0,93,158,PCB,75510
86,75,61,0,222,PCM,5474
49,37,0,62,148,PCB,95179
28,49,66,0,143,PCM,67466
71,81,0,39,191,PCB,29552
30,32,0,38,100,PCB,156753
70,20,0,34,124,PCB,134352
29,81,23,0,133,PCM,80007
31,38,0,48,117,PCB,140660
81,38,25,0,144,PCM,68347
46,98,0,31,175,PCB,50179
26,84,51,0,161,PCM,47769
40,66,69,0,175,PCM,31394
56,96,27,0,179,PCM,29753
50,70,0,55,175,PCB,49707
90,69,53,0,212,PCM,9753
44,79,0,45,168,PCB,60490
24,45,0,92,161,PCB,71335
65,88,0,58,211,PCB,13413
71,84,0,61,216,PCB,12914
90,69,24,0,183,PCM,26133
83,85,0,93,261,PCB,3563
34,96,0,42,172,PCB,53792
73,98,0,34,205,PCB,18763
53,22,0,39,114,PCB,146265
97,72,21,0,190,PCM,19051
20,25,95,0,140,PCM,72261
59,94,71,0,224,PCM,6384
32,30,49,0,111,PCM,99715
48,25,75,0,148,PCM,63238
66,46,0,62,174,PCB,51562
74,75,49,0,198,PCM,14803
80,61,68,0,209,PCM,9992
24,23,0,79,126,PCB,130487
88,86,45,0,219,PCM,7507
35,65,0,98,198,PCB,22267
94,98,0,79,271,PCB,921
73,94,0,49,216,PCB,13444
75,56,0,64,195,PCB,24602
21,29,0,55,105,PCB,155000
68,57,36,0,161,PCM,45977
72,52,0,20,144,PCB,102454
33,72,0,47,152,PCB,87896
94,46,29,0,169,PCM,37407
59,36,41,0,136,PCM,75318
74,55,0,27,156,PCB,77639
56,31,0,74,161,PCB,72028
34,39,0,47,120,PCB,139444
49,34,55,0,138,PCM,72948
32,23,74,0,129,PCM,84175
88,61,0,34,183,PCB,39020
49,81,0,49,179,PCB,41483
54,56,97,0,207,PCM,10583
71,66,58,0,195,PCM,17332
33,38,0,66,137,PCB,111648
21,71,34,0,126,PCM,87213
49,25,84,0,158,PCM,49759
31,48,59,0,138,PCM,75304
22,24,0,56,102,PCB,156995
75,36,0,98,209,PCB,16191
94,65,0,49,208,PCB,14694
24,57,0,62,143,PCB,101281
40,91,0,92,223,PCB,10781
80,29,36,0,145,PCM,67163
40,44,0,55,139,PCB,109332
70,20,0,61,151,PCB,86892
99,34,0,92,225,PCB,9332
59,55,0,49,163,PCB,66152
90,96,33,0,219,PCM,6654
81,60,0,73,214,PCB,12581
21,27,0,59,107,PCB,152435
66,59,0,43,168,PCB,59146
51,43,0,21,115,PCB,144714
23,41,31,0,95,PCM,108554
64,93,0,88,245,PCB,5423
25,74,23,0,122,PCM,89319
72,40,0,73,185,PCB,36539
20,50,0,86,156,PCB,77751
55,91,0,92,238,PCB,3726
31,66,40,0,137,PCM,75821
83,43,91,0,217,PCM,7143
69,90,0,39,198,PCB,21968
29,98,91,0,218,PCM,8104
67,33,0,95,195,PCB,26620
38,75,87,0,200,PCM,14122
31,30,45,0,106,PCM,102898
85,66,56,0,207,PCM,10118
33,47,48,0,128,PCM,85408
91,64,0,92,247,PCB,5427
54,27,20,0,101,PCM,104445
75,40,0,73,188,PCB,31036
70,41,24,0,135,PCM,77539
78,46,0,47,171,PCB,52875
63,40,69,0,172,PCM,35219
26,35,0,49,110,PCB,149722
61,56,0,53,170,PCB,57104
20,20,0,41,81,PCB,169609
21,97,51,0,169,PCM,38195
20,75,44,0,139,PCM,72103
71,52,0,93,216,PCB,10662
63,83,91,0,237,PCM,2912
32,43,0,97,172,PCB,51992
59,97,0,50,206,PCB,18067
87,50,72,0,209,PCM,10368
87,62,0,92,241,PCB,2976
69,31,98,0,198,PCM,15465
